Role,City,Experience,Company_Size,Job_Type,ReactJS,NodeJS,Python,SQL,MongoDB,Git,PWA,Socket_io,Scikit_learn,TensorFlow,LLM,LangChain,Pandas,Agile,JIRA,BA,Project_Mgmt,IT_Support,Documentation,Risk_Mgmt,Stakeholder_Mgmt,Figma,User_Research,Wireframing,Prototyping,Adobe_XD,Design_Systems,Usability_Testing,Interaction_Design,Salary
ITManagement,Lahore,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,89000
ITManagement,Lahore,Fresh,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,51000
FullStack,Peshawar,1Year,Medium,Remote,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
AIEngineer,Karachi,1Year,Medium,Remote,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251000
ITManagement,Rawalpindi,Fresh,Small,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,47000
AIEngineer,Lahore,6Months,Small,Remote,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123000
AIEngineer,Lahore,1Year,Medium,Onsite,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,231000
AIEngineer,Islamabad,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,165000
FullStack,Rawalpindi,1Year,Large,Onsite,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,224000
FullStack,Islamabad,1Year,Medium,Onsite,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
UIUXDesign,Peshawar,6Months,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,85000
FullStack,Peshawar,MoreThan1.5Years,Small,Remote,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,101000
UIUXDesign,Rawalpindi,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,78000
UIUXDesign,Lahore,Fresh,Large,Remote,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,127000
FullStack,Rawalpindi,1Year,Medium,Onsite,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158000
UIUXDesign,Karachi,MoreThan1.5Years,Medium,Onsite,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,229000
AIEngineer,Islamabad,6Months,Small,Onsite,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
ITManagement,Lahore,MoreThan1.5Years,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,228000
FullStack,Rawalpindi,MoreThan1.5Years,Large,Onsite,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,320000
FullStack,Lahore,MoreThan1.5Years,Small,Remote,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,138000
ITManagement,Lahore,MoreThan1.5Years,Large,Remote,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,237000
FullStack,Islamabad,Fresh,Large,Onsite,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,126000
AIEngineer,Lahore,Fresh,Large,Remote,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151000
FullStack,Karachi,MoreThan1.5Years,Medium,Onsite,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,252000
UIUXDesign,Peshawar,MoreThan1.5Years,Large,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,218000
UIUXDesign,Faisalabad,1Year,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,131000
UIUXDesign,Karachi,1Year,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,176000
FullStack,Peshawar,Fresh,Medium,Onsite,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78000
AIEngineer,Peshawar,MoreThan1.5Years,Large,Onsite,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,295000
FullStack,Peshawar,MoreThan1.5Years,Large,Remote,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,226000
AIEngineer,Faisalabad,Fresh,Small,Onsite,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,73000
ITManagement,Lahore,6Months,Medium,Remote,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,108000
UIUXDesign,Faisalabad,MoreThan1.5Years,Large,Remote,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,230000
ITManagement,Peshawar,Fresh,Medium,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000
ITManagement,Rawalpindi,Fresh,Large,Onsite,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,106000
UIUXDesign,Rawalpindi,6Months,Large,Onsite,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,176000
UIUXDesign,Rawalpindi,1Year,Medium,Remote,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,151000
FullStack,Peshawar,6Months,Medium,Onsite,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99000
UIUXDesign,Peshawar,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,82000
ITManagement,Rawalpindi,6Months,Medium,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,98000
FullStack,Rawalpindi,1Year,Small,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98000
FullStack,Islamabad,MoreThan1.5Years,Large,Remote,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,332000
AIEngineer,Faisalabad,6Months,Medium,Onsite,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132000
AIEngineer,Rawalpindi,1Year,Large,Remote,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,295000
FullStack,Rawalpindi,MoreThan1.5Years,Medium,Remote,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,241000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,187000
AIEngineer,Rawalpindi,Fresh,Small,Onsite,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74000
UIUXDesign,Islamabad,Fresh,Small,Remote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,67000
AIEngineer,Peshawar,1Year,Medium,Onsite,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,196000
UIUXDesign,Lahore,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,170000
FullStack,Lahore,MoreThan1.5Years,Small,Remote,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128000
UIUXDesign,Karachi,1Year,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,208000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Small,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,140000
UIUXDesign,Faisalabad,6Months,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,152000
AIEngineer,Lahore,6Months,Large,Onsite,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,221000
AIEngineer,Rawalpindi,MoreThan1.5Years,Large,Remote,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,385000
UIUXDesign,Lahore,1Year,Small,Remote,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,110000
ITManagement,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,183000
UIUXDesign,Karachi,Fresh,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46000
AIEngineer,Islamabad,MoreThan1.5Years,Medium,Remote,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,307000
FullStack,Peshawar,MoreThan1.5Years,Small,Onsite,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,115000
UIUXDesign,Islamabad,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,139000
FullStack,Peshawar,1Year,Small,Onsite,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77000
UIUXDesign,Peshawar,6Months,Medium,Remote,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,116000
ITManagement,Rawalpindi,1Year,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,186000
AIEngineer,Peshawar,6Months,Medium,Remote,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140000
AIEngineer,Karachi,MoreThan1.5Years,Small,Onsite,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193000
AIEngineer,Faisalabad,6Months,Small,Remote,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,80000
AIEngineer,Peshawar,6Months,Small,Onsite,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000
FullStack,Peshawar,1Year,Large,Onsite,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
ITManagement,Lahore,MoreThan1.5Years,Large,Onsite,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,233000
UIUXDesign,Islamabad,Fresh,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,84000
FullStack,Faisalabad,1Year,Large,Remote,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200000
FullStack,Faisalabad,MoreThan1.5Years,Small,Remote,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,123000
UIUXDesign,Peshawar,1Year,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,117000
ITManagement,Peshawar,1Year,Medium,Onsite,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,117000
FullStack,Lahore,Fresh,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85000
AIEngineer,Lahore,Fresh,Large,Remote,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163000
UIUXDesign,Karachi,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,135000
AIEngineer,Peshawar,Fresh,Small,Onsite,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63000
ITManagement,Karachi,6Months,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,71000
UIUXDesign,Peshawar,Fresh,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,75000
ITManagement,Karachi,Fresh,Small,Onsite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,55000
AIEngineer,Peshawar,6Months,Small,Remote,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98000
UIUXDesign,Rawalpindi,6Months,Small,Remote,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,76000
ITManagement,Islamabad,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,72000
ITManagement,Lahore,6Months,Medium,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,107000
FullStack,Peshawar,Fresh,Small,Onsite,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52000
UIUXDesign,Lahore,Fresh,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,90000
FullStack,Karachi,1Year,Large,Onsite,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,254000
ITManagement,Faisalabad,1Year,Large,Remote,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,141000
UIUXDesign,Peshawar,MoreThan1.5Years,Medium,Onsite,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,152000
AIEngineer,Islamabad,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,167000
FullStack,Islamabad,Fresh,Medium,Remote,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000
FullStack,Rawalpindi,Fresh,Medium,Remote,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000
UIUXDesign,Peshawar,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,150000
ITManagement,Rawalpindi,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,91000
ITManagement,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,186000
FullStack,Karachi,MoreThan1.5Years,Medium,Onsite,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,237000
UIUXDesign,Karachi,1Year,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,112000
AIEngineer,Faisalabad,1Year,Medium,Remote,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,161000
FullStack,Karachi,6Months,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,81000
ITManagement,Islamabad,1Year,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,138000
FullStack,Lahore,Fresh,Medium,Onsite,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,105000
AIEngineer,Faisalabad,1Year,Medium,Onsite,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172000
ITManagement,Islamabad,Fresh,Large,Remote,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104000
ITManagement,Faisalabad,6Months,Medium,Remote,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85000
AIEngineer,Karachi,1Year,Small,Onsite,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144000
UIUXDesign,Lahore,1Year,Large,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,207000
UIUXDesign,Lahore,6Months,Medium,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,114000
UIUXDesign,Lahore,Fresh,Large,Remote,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,116000
ITManagement,Faisalabad,6Months,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,83000
ITManagement,Peshawar,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,89000
AIEngineer,Peshawar,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,150000
ITManagement,Faisalabad,6Months,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,50000
ITManagement,Karachi,1Year,Small,Onsite,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,110000
UIUXDesign,Peshawar,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,85000
UIUXDesign,Lahore,Fresh,Medium,Remote,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78000
UIUXDesign,Rawalpindi,Fresh,Large,Onsite,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,116000
FullStack,Karachi,1Year,Large,Remote,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256000
FullStack,Rawalpindi,Fresh,Large,Remote,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,151000
FullStack,Rawalpindi,Fresh,Small,Onsite,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000
FullStack,Lahore,1Year,Small,Onsite,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,107000
ITManagement,Islamabad,Fresh,Large,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98000
FullStack,Karachi,1Year,Medium,Onsite,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,193000
AIEngineer,Karachi,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172000
UIUXDesign,Faisalabad,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,98000
FullStack,Karachi,Fresh,Large,Remote,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154000
UIUXDesign,Lahore,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,130000
UIUXDesign,Lahore,1Year,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,218000
AIEngineer,Islamabad,MoreThan1.5Years,Large,Onsite,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,414000
UIUXDesign,Rawalpindi,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,106000
UIUXDesign,Karachi,MoreThan1.5Years,Small,Remote,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,143000
UIUXDesign,Lahore,6Months,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,68000
AIEngineer,Faisalabad,1Year,Medium,Remote,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153000
ITManagement,Rawalpindi,Fresh,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,82000
AIEngineer,Karachi,6Months,Medium,Onsite,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186000
ITManagement,Rawalpindi,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,75000
AIEngineer,Lahore,6Months,Medium,Onsite,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
FullStack,Karachi,1Year,Large,Onsite,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,260000
UIUXDesign,Lahore,MoreThan1.5Years,Large,Onsite,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,253000
ITManagement,Faisalabad,6Months,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62000
AIEngineer,Rawalpindi,1Year,Small,Remote,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138000
UIUXDesign,Lahore,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,163000
AIEngineer,Peshawar,1Year,Large,Onsite,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242000
UIUXDesign,Faisalabad,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,103000
AIEngineer,Islamabad,6Months,Large,Onsite,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,226000
FullStack,Peshawar,1Year,Large,Onsite,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
AIEngineer,Karachi,MoreThan1.5Years,Large,Remote,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,417000
UIUXDesign,Rawalpindi,Fresh,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,82000
UIUXDesign,Lahore,1Year,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,155000
AIEngineer,Rawalpindi,Fresh,Large,Remote,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166000
FullStack,Peshawar,MoreThan1.5Years,Large,Onsite,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,255000
FullStack,Rawalpindi,1Year,Small,Onsite,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Small,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,125000
FullStack,Lahore,6Months,Medium,Remote,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,133000
FullStack,Islamabad,6Months,Large,Onsite,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177000
